name,sku,attribute_set,type,weight,model_0,working_width_inches,manufacture_part_number,item_type,main_category,alternate_category,manufacturer_name,equipment_type,power_type,portable_or_stationary,heating_type,diameter_inches,gpm,psi,water_flow_rate_gpm,max_temperature,ship_weight_lbs,maximum_rpm,pump,electrical,cc,amps,start,phase,load_capacity_lbs,engine,hp,pump_rpm,water_tank_gallons,voltage,axle,equipment_video_url,btu,burner,item_customizable,wty_type1,wty_type2,wty_type3,wty_type4,wty_type5,wty_type6,wty_type7,wty_type8,wty_type9,wty_type10,wty_type11,discount_1,discount_2,discount_3,discount_4,product_brochure_url,accessory_one_customize_item,accessory_two_customize_item,accessory_three_customize_item,accessory_four_customize_item,accessory_five_customize_item,accessory_six_customize_item,accessory_seven_customize_item,accessory_eight_customize_item,accessory_nine_customize_item,accessory_ten_customize_item,accessory_elvn_customize_item,accessory_one_item_part,accessory_two_item_part,accessory_three_item_part,accessory_four_item_part,accessory_five_item_part,accessory_six_item_part,accessory_seven_item_part,accessory_eight_item_part,accessory_nine_item_part,accessory_ten_item_part,accessory_elvn_item_part,category_ids,test,price,short_description,description,qty,status,is_in_stock,visibility,image,small_image,thumbnail,media_gallery
HDS 5.6/35 De Cage,hds_35_pe_cage_56_4,default,simple,,HDS 5.6/35 De Cage,,1.575-610.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Diesel Powered Pressure Washer
","Stationary Pressure Washers
","Diesel Heated
",,5.6,3500,,,1315,,Kärcher KT,,1028,,,,,"Kohler
KDW1003",,,,,,,,120V AC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgdndWY3FkQnczdnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.903-430.0, 9.801-003.0, 8.904-051.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 5.6/35 De Cage,17984,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,
HDS 4.0/20 E Ec,hds_e_ec_20,default,simple,,HDS 4.0/20 E Ec,,1.109-075.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Electric Heated
",,4.2,2000,,,640,,Kärcher KT,,,55,,,,,6.2,,,460V / 3ph,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgNFRNMzNHTTh0djQ&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-012.0, 9.801-002.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.0/20 E Ec,9199,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,
HDS 4.0/30 E Ec,hds_e_ec_30,default,simple,,HDS 4.0/30 E Ec,,1.109-076.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Electric Heated
",,3.5,3000,,,640,,Kärcher KT,,,59,,,,,7.5,,,460V / 3ph,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgNFRNMzNHTTh0djQ&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-012.0, 9.801-002.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.0/30 E Ec,9599,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.109-075.0_HDS_40-20_E_Ec-01.jpg,1.109-075.0_HDS_40-20_E_Ec-01.jpg,1.109-075.0_HDS_40-20_E_Ec-01.jpg,
HDS 4.0/32 Pe Cage,hds_pe_cage_32,default,simple,,HDS 4.0/32 Pe Cage,,1.575-615.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Gas Powered Pressure Washer
","Stationary Pressure Washers
","Electric Heated
",,4,3200,,,692,,"Kärcher Axial
",,389,,,,,Honda GX390,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgS3BGa1YxeXBXd1E&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"2.744-008.0, 8.708-846.0, 8.753-474.0, 6.685-195.0, 9.801-040.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.0/32 Pe Cage,10301,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.109-075.0_HDS_40-20_E_Ec-01.jpg,1.109-075.0_HDS_40-20_E_Ec-01.jpg,1.109-075.0_HDS_40-20_E_Ec-01.jpg,
HDS 5.0/32 PE Cage,hds_pe_cage_32_5,default,simple,,HDS 5.0/32 PE Cage,,1.575-616.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Gas Powered Pressure Washer
","Stationary Pressure Washers
","Electric Heated
",,5,3200,,,762,,"Kärcher Axial
",,479,,,,,Vanguard 16,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgS3BGa1YxeXBXd1E&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"2.744-008.0, 8.708-846.0, 8.753-474.0, 6.685-195.0, 9.801-040.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 5.0/32 PE Cage,10661,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.575-615.0_HDS_4.0-32_Pe_Cage-01.jpg,1.575-615.0_HDS_4.0-32_Pe_Cage-01.jpg,1.575-615.0_HDS_4.0-32_Pe_Cage-01.jpg,
HDS 5.5/35 Pe Cage,hds_pe_cage_35_55,default,simple,,HDS 5.5/35 Pe Cage,,1.575-617.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Gas Powered Pressure Washer
","Stationary Pressure Washers
","Electric Heated
",,5.5,3500,,,741,,"Kärcher Axial
",,688,,,,,Honda GX630,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgS3BGa1YxeXBXd1E&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"2.744-008.0, 8.708-846.0, 8.753-474.0, 6.685-195.0, 9.801-040.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 5.5/35 Pe Cage,11402,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.575-615.0_HDS_4.0-32_Pe_Cage-01.jpg,1.575-615.0_HDS_4.0-32_Pe_Cage-01.jpg,1.575-615.0_HDS_4.0-32_Pe_Cage-01.jpg,
HDS 4.5/22 Ea ST NG,hds_ea_st_ng_22_45,default,simple,,HDS 4.5/22 Ea ST NG,,1.109-722.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,4.5,2200,,,865,,"Kärcher Axial
",,,30,"
",,,,9.5,1725,,230V,,,393000,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgdGRBZ0pKM0pCVmM&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"2.744-008.0, 8.708-846.0, 8.753-474.0, 6.685-195.0, 9.801-040.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.5/22 Ea ST NG,8665,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.575-615.0_HDS_4.0-32_Pe_Cage-01.jpg,1.575-615.0_HDS_4.0-32_Pe_Cage-01.jpg,1.575-615.0_HDS_4.0-32_Pe_Cage-01.jpg,
HDS 3.5/30 Ek ST NG,hds_ek_st_ng_30_35,default,simple,,HDS 3.5/30 Ek ST NG,,1.109-729.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,3.5,3000,,,865,,"Kärcher Axial
",,,27,"
",,,,9.5,1725,,230V,,,310000,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgdGRBZ0pKM0pCVmM&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"2.744-008.0, 8.708-846.0, 8.753-474.0, 6.685-195.0, 9.801-040.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.5/30 Ek ST NG,6000,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (25).jpg,NG_Classic-01 (25).jpg,NG_Classic-01 (25).jpg,
HDS 5.0/30 En ST NG,hds_en_st_ng_30_5,default,simple,,HDS 5.0/30 En ST NG,,1.109-742.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,5,3000,,,870,,"Kärcher Axial
",,,27,"
",,,,11,1725,,230V,,,398000,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgdGRBZ0pKM0pCVmM&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"2.744-008.0, 8.708-846.0, 8.753-474.0, 6.685-195.0, 9.801-040.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 5.0/30 En ST NG,6000,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (25).jpg,NG_Classic-01 (25).jpg,NG_Classic-01 (25).jpg,
HDS 5.0/30 Ek St NG,hds_ek_st_ng_30_5,default,simple,,HDS 5.0/30 Ek St NG,,1.109-743.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,5,3000,,,870,,"Kärcher Axial
",,,19,"
",,,,11,1725,,460V,,,398000,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgdGRBZ0pKM0pCVmM&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"2.744-008.0, 8.708-846.0, 8.753-474.0, 6.685-195.0, 9.801-040.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 5.0/30 Ek St NG,6000,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (25).jpg,NG_Classic-01 (25).jpg,NG_Classic-01 (25).jpg,
HDS 4.5/22 Ea ST LP,hds_ea_st_lp_22_45,default,simple,,HDS 4.5/22 Ea ST LP,,1.109-763.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,4.5,2200,,,865,,"Kärcher Axial
",,,30,"
",,,,9.5,1725,,230V,,,393000,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgdGRBZ0pKM0pCVmM&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"2.744-008.0, 8.708-846.0, 8.753-474.0, 6.685-195.0, 9.801-040.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.5/22 Ea ST LP,8707,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (25).jpg,NG_Classic-01 (25).jpg,NG_Classic-01 (25).jpg,
HDS 3.5/30 Ek ST LP,hds_ek_st_lp_30_35,default,simple,,HDS 3.5/30 Ek ST LP,,1.109-770.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,3.5,3000,,,865,,Kärcher Axial,,,27,"
",,,,9.5,1725,,230V,,,310000,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgdGRBZ0pKM0pCVmM&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"2.744-008.0, 8.708-846.0, 8.753-474.0, 6.685-195.0, 9.801-040.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.5/30 Ek ST LP,6000,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (25).jpg,NG_Classic-01 (25).jpg,NG_Classic-01 (25).jpg,
HDS 5.0/30 En ST LP,hds_en_st_lp_30_5,default,simple,,HDS 5.0/30 En ST LP,,1.109-783.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,5,3000,,,870,,Kärcher Axial,,,27,"
",,,,11,1725,,230V,,,398000,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgdGRBZ0pKM0pCVmM&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"2.744-008.0, 8.708-846.0, 8.753-474.0, 6.685-195.0, 9.801-040.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 5.0/30 En ST LP,6000,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (25).jpg,NG_Classic-01 (25).jpg,NG_Classic-01 (25).jpg,
HDS 5.0/30 Ek St LP,hds_ek_st_lp_30_5,default,simple,,HDS 5.0/30 Ek St LP,,1.109-784.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,5,3000,,,870,,,,,19,"
",,,,11,1725,,460V,,,398000,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgdGRBZ0pKM0pCVmM&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"2.744-008.0, 8.708-846.0, 8.753-474.0, 6.685-195.0, 9.801-040.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 5.0/30 Ek St LP,6000,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (25).jpg,NG_Classic-01 (25).jpg,NG_Classic-01 (25).jpg,
HDS 801E,hds_801e,default,simple,,HDS 801E,,1.030-701.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Portable Pressure Washers
","Electric Heated
",,3.3,2200,,,292,,,,,54,,,,,7.5,,,550V,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgcm1faE9XaGhMY1k&authuser=0,"
","
","
","
","
","
","
","
","
","
",,"
","
","
","
","
","
","
","
","
",,,"5, 9",HDS 801E,9123,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (25).jpg,NG_Classic-01 (25).jpg,NG_Classic-01 (25).jpg,
HDS-E 3.3/25-4M Ec,hds_e_25_ec,default,simple,,HDS-E 3.3/25-4M Ec,,1.030-252.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Portable Pressure Washers
","Electric Heated
",,1.6 - 3.3,465 - 2520,,,290,,,,,50,,,,,6,,,460V 60Hz,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgWTB1M0ZGeENBYjA&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.750-685.0, 8.921-775.0, 6.435-777.0, 5.111-065.0, 9.802-114.0, 2.640-355.0, 4.403-002.0, 8.918-280.0, 9.302-444.0, 2.640-355.0, 7.303-236.0, 8.709-531.0, 9.302-444.0, 4.775-470.0, 2.639-187.0,4.775-470.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS-E 3.3/25-4M Ec,9078,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,Classic HDS 801E Elec-01.jpg,Classic HDS 801E Elec-01.jpg,Classic HDS 801E Elec-01.jpg,
Heater 5.0/30 Ed,heater_30_ed,default,simple,,Heater 5.0/30 Ed,,1.575-650.0,Accessories,"Accessories
","
",Karcher,"Accessory
","
","
","
",,up to 5.0,up to 3000,,,320,,,,,5,,,,,,,,120V,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgcWQ3ODdnRUtuNkE&authuser=0,"
","
","
","
","
","
","
","
","
","
",,"
","
","
","
","
","
","
","
","
",,,"5, 9",Heater 5.0/30 Ed,3659,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,10302520_std_1-57940-CMYK-01.jpg,10302520_std_1-57940-CMYK-01.jpg,10302520_std_1-57940-CMYK-01.jpg,
iSolar 400,isolar_400,default,simple,,iSolar 400,,6.368-457.0,Accessories,"Accessories
","
",Karcher,"Accessory
","
","
","
",,4.85-5.72,,,,6.2,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgbTIwcjkwclQ4c3c&authuser=0,"
","
","
","
","
","
","
","
","
","
",,"
","
","
","
","
","
","
","
","
",,,"5, 9",iSolar 400,6000,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,Heater5.0-30ed-M-0410-sm-01.jpg,Heater5.0-30ed-M-0410-sm-01.jpg,Heater5.0-30ed-M-0410-sm-01.jpg,
iSolar 800,isolar_800,default,simple,,iSolar 800,,6.368-455.0,Accessories,"Accessories
","
",Karcher,"Accessory
","
","
","
",,> 4.84,,,,15.4,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgbTIwcjkwclQ4c3c&authuser=0,"
","
","
","
","
","
","
","
","
","
",,"
","
","
","
","
","
","
","
","
",,,"5, 9",iSolar 800,6000,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,"iSolar-TL-7-H,-TL-10-C,-iSolar-TL-14-C-Main.jpg","iSolar-TL-7-H,-TL-10-C,-iSolar-TL-14-C-Main.jpg","iSolar-TL-7-H,-TL-10-C,-iSolar-TL-14-C-Main.jpg",
Safety Kit,safety_kit,default,simple,,Safety Kit,,6.988-152.0,Accessories,"Accessories
","
",Karcher,"Accessory
","
","
","
",,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgbTIwcjkwclQ4c3c&authuser=0,"
","
","
","
","
","
","
","
","
","
",,"
","
","
","
","
","
","
","
","
",,,"5, 9",Safety Kit,6000,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,"iSolar-TL-7-H,-TL-10-C,-iSolar-TL-14-C-Main.jpg","iSolar-TL-7-H,-TL-10-C,-iSolar-TL-14-C-Main.jpg","iSolar-TL-7-H,-TL-10-C,-iSolar-TL-14-C-Main.jpg",
iSolar TL 7 H,isolar_tl_7_h,default,simple,,iSolar TL 7 H,,4.107-054.0,Accessories,"Accessories
","
",Karcher,"Accessory
","
","
","
",,,,,,7.7,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgbTIwcjkwclQ4c3c&authuser=0,"
","
","
","
","
","
","
","
","
","
",,"
","
","
","
","
","
","
","
","
",,,"5, 9",iSolar TL 7 H,6000,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,"iSolar-TL-7-H,-TL-10-C,-iSolar-TL-14-C-3.jpg","iSolar-TL-7-H,-TL-10-C,-iSolar-TL-14-C-3.jpg","iSolar-TL-7-H,-TL-10-C,-iSolar-TL-14-C-3.jpg",
TL 10 C,tl_10_c,default,simple,,TL 10 C,,4.107-055.0,Accessories,"Accessories
","
",Karcher,"Accessory
","
","
","
",,,,,,8.2,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgbTIwcjkwclQ4c3c&authuser=0,"
","
","
","
","
","
","
","
","
","
",,"
","
","
","
","
","
","
","
","
",,,"5, 9",TL 10 C,6000,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,,,,
iSolar TL 14 C,isolar_tl_14_c,default,simple,,iSolar TL 14 C,,4.107-052.0,Accessories,"Accessories
","
",Karcher,"Accessory
","
","
","
",,,,,,11,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgbTIwcjkwclQ4c3c&authuser=0,"
","
","
","
","
","
","
","
","
","
",,"
","
","
","
","
","
","
","
","
",,,"5, 9",iSolar TL 14 C,6000,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,,,,
TRK-2500,trk_2500,default,simple,,TRK-2500,,1.103-819.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Pressure Washer Trailers 
","
","
","
",,,,,,1072,,,,,,,,3500,,,,200,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgSkYwQ2NMRUVaa0U&authuser=0,"Pressure Washer Selection
","Required Option
","General
","
","
","
","
","
","
","
",,"1.575-600.0, 1.575-601.0, 1.575-602.0, 1.575-603.0, 1.575-604.0, 1.575-605.0, 1.575-606.0, 1.575-553.0, 1.575-205.0","8.917-294.0, 8.917-295.0","8.917-558.0, 8.917-559.0, 8.917-560.0, 8.917-397.0, 8.917-553.0, 8.917-398.0, 8.917-554.0, 8.917-555.0, 8.917-556.0, 8.917.557.0","
","
","
","
","
","
",,,"5, 9",TRK-2500,5089,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,,,,
TRK-6000,trk_6000,default,simple,,TRK-6000,,1.103-807.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Pressure Washer Trailers 
","
","
","
",,,,,,1980 (trailer and water tank only),,,,,,,,6000,,,,330,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgRnJ0VGs4RlM3UGs&authuser=0,"Pressure Washer Selection
","Battery
","Brake Options
","Chemical Rack
","Hoses Installed
","Hose Reel Kits
","Mounting Kits
","Wheels & Fenders
","
","
",,"1.575-600.0, 1.575-601.0, 1.575-602.0, 1.575-603.0, 1.575-604.0, 1.575-605.0, 1.575-606.0, 1.575-609.0, 1.575-610.0",8.904-051.0,"8.902-437.0, 8.902-440.0, 8.707-532.0, 8.707-506.0, 8.902-445.0, 8.902-436.0, 8.707-531.0, 8.902-438.0, 8.902-441.0, 8.902-452.0, 8.707-532.0, 8.707-534.0, 8.902-446.0, 8.902-451.0, 8.902-453.0, 8.707-531.0",8.912-409.0,8.915-156.0,"8.902-447.0, 8.902-448.0, 8.902-449.0",8.902-469.0,"8.902-466.0, 8.902-467.0, 8.902-468.0","
",,,"5, 9",TRK-6000,8950,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,,,,
TRK-3500,trk_3500,default,simple,,TRK-3500,,1.103-806.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Pressure Washer Trailers 
","
","
","
",,,,,,840 (trailer and water tank only),,,,,,,,3300,,,,200,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgRnJ0VGs4RlM3UGs&authuser=0,"Pressure Washer Selection
","Battery
","Brake Options
","Chemical Rack
","Hoses Installed
","Hose Reel Kits
","Mounting Kits
","Wheels & Fenders
","
","
",,"1.575-600.0, 1.575-601.0, 1.575-602.0, 1.575-603.0, 1.575-604.0, 1.575-605.0, 1.575-606.0, 1.575-609.0, 1.575-610.0",8.904-051.0,"8.902-437.0, 8.902-440.0, 8.707-532.0, 8.707-506.0, 8.902-445.0, 8.902-436.0, 8.707-531.0, 8.902-438.0, 8.902-441.0, 8.902-452.0, 8.707-532.0, 8.707-534.0, 8.902-446.0, 8.902-451.0, 8.902-453.0, 8.707-531.0",8.912-409.0,8.915-156.0,"8.902-447.0, 8.902-448.0, 8.902-449.0",8.902-469.0,"8.902-466.0, 8.902-467.0, 8.902-468.0","
",,,"5, 9",TRK-3500,6109,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,,,,
